,strike,lastPrice,volume,impliedVolatility,maturity,type
80,586.0,0.17,1149.0,0.062509375,7,call
81,587.0,0.11,1583.0,0.062509375,7,call
82,588.0,0.08,487.0,0.062509375,7,call
84,590.0,0.03,1037.0,0.062509375,7,call
85,595.0,0.02,607.0,0.062509375,7,call
86,600.0,0.01,1243.0,0.12500875,7,call
87,605.0,0.01,1056.0,0.12500875,7,call
31,580.0,1.49,3292.0,0.015634843750000002,8,call
32,585.0,0.41,2150.0,0.0312596875,8,call
33,590.0,0.08,1043.0,0.062509375,8,call
36,605.0,0.02,358.0,0.062509375,8,call
37,610.0,0.02,438.0,0.12500875,8,call
26,578.0,2.45,1617.0,0.015634843750000002,9,call
27,580.0,1.76,1694.0,0.015634843750000002,9,call
28,585.0,0.57,1113.0,0.0312596875,9,call
29,590.0,0.13,744.0,0.0312596875,9,call
31,600.0,0.03,1225.0,0.062509375,9,call
32,605.0,0.02,840.0,0.062509375,9,call
25,580.0,1.94,394.0,0.015634843750000002,16,call
26,585.0,0.72,791.0,0.0312596875,16,call
30,605.0,0.03,752.0,0.062509375,16,call
26,580.0,2.41,431.0,0.015634843750000002,23,call
27,581.0,2.05,474.0,0.015634843750000002,23,call
28,585.0,1.02,479.0,0.0312596875,23,call
71,579.0,3.2,459.0,0.015634843750000002,29,call
72,580.0,2.75,2211.0,0.015634843750000002,29,call
73,581.0,2.37,768.0,0.015634843750000002,29,call
74,582.0,1.99,622.0,0.015634843750000002,29,call
75,582.5,1.86,467.0,0.015634843750000002,29,call
76,583.0,1.72,600.0,0.015634843750000002,29,call
77,584.0,1.45,657.0,0.0312596875,29,call
78,585.0,1.25,3325.0,0.0312596875,29,call
79,590.0,0.47,1241.0,0.0312596875,29,call
80,595.0,0.16,1830.0,0.062509375,29,call
81,600.0,0.07,980.0,0.062509375,29,call
192,580.0,3.89,13425.0,0.015634843750000002,30,call
193,581.0,3.5,1380.0,0.015634843750000002,30,call
194,582.0,3.08,1119.0,0.015634843750000002,30,call
195,583.0,2.7,1389.0,0.015634843750000002,30,call
196,584.0,2.45,5900.0,0.015634843750000002,30,call
197,585.0,2.13,8515.0,0.015634843750000002,30,call
198,586.0,1.82,518.0,0.015634843750000002,30,call
199,587.0,1.61,353.0,0.0312596875,30,call
200,588.0,1.45,1324.0,0.0312596875,30,call
201,589.0,1.2,5707.0,0.0312596875,30,call
202,590.0,1.04,5201.0,0.0312596875,30,call
203,591.0,0.86,758.0,0.0312596875,30,call
204,592.0,0.76,781.0,0.0312596875,30,call
205,595.0,0.46,521.0,0.0312596875,30,call
206,600.0,0.21,2721.0,0.0312596875,30,call
207,605.0,0.11,2079.0,0.062509375,30,call
213,635.0,0.02,497.0,0.12500875,30,call
96,582.5,3.91,356.0,0.015634843750000002,37,call
97,583.0,3.8,852.0,0.015634843750000002,37,call
98,584.0,3.56,410.0,0.015634843750000002,37,call
99,585.0,3.04,1667.0,0.015634843750000002,37,call
100,590.0,1.65,1237.0,0.0312596875,37,call
101,595.0,0.84,348.0,0.0312596875,37,call
102,600.0,0.41,340.0,0.0312596875,37,call
148,582.0,5.05,874.0,0.015634843750000002,44,call
149,583.0,4.66,1142.0,0.015634843750000002,44,call
150,584.0,4.19,786.0,0.015634843750000002,44,call
151,585.0,3.85,1175.0,0.015634843750000002,44,call
152,586.0,3.43,414.0,0.015634843750000002,44,call
153,587.0,3.1,1204.0,0.015634843750000002,44,call
154,588.0,2.8,660.0,0.015634843750000002,44,call
155,589.0,2.51,561.0,0.015634843750000002,44,call
156,590.0,2.42,1797.0,0.015634843750000002,44,call
157,591.0,2.04,691.0,0.0312596875,44,call
158,592.0,1.77,1367.0,0.0312596875,44,call
159,595.0,1.25,758.0,0.0312596875,44,call
160,600.0,0.68,800.0,0.0312596875,44,call
88,585.0,4.25,339.0,0.015634843750000002,58,call
89,590.0,2.55,429.0,0.015634843750000002,58,call
91,600.0,0.81,6773.0,0.0312596875,58,call
92,605.0,0.44,543.0,0.0312596875,58,call
58,598.0,2.16,312.0,0.0312596875,79,call
60,600.0,2.31,337.0,0.0312596875,79,call
61,601.0,1.6,256.0,0.0312596875,79,call
63,603.0,1.37,279.0,0.0312596875,79,call
65,605.0,1.31,411.0,0.0312596875,79,call
66,610.0,0.84,426.0,0.0312596875,79,call
130,584.0,8.42,635.0,0.015634843750000002,90,call
131,585.0,7.88,1518.0,0.015634843750000002,90,call
132,586.0,7.58,975.0,0.015634843750000002,90,call
133,587.0,7.23,916.0,0.015634843750000002,90,call
134,588.0,6.6,732.0,0.015634843750000002,90,call
135,589.0,6.1,409.0,0.015634843750000002,90,call
136,590.0,5.73,1758.0,0.015634843750000002,90,call
137,591.0,5.36,1250.0,0.015634843750000002,90,call
138,592.0,5.18,438.0,0.015634843750000002,90,call
139,593.0,4.82,352.0,0.015634843750000002,90,call
140,594.0,4.48,338.0,0.015634843750000002,90,call
141,595.0,4.03,630.0,0.0312596875,90,call
142,596.0,3.69,754.0,0.0312596875,90,call
143,597.0,3.57,447.0,0.0312596875,90,call
144,598.0,3.17,876.0,0.0312596875,90,call
145,599.0,3.08,678.0,0.0312596875,90,call
146,600.0,2.74,2060.0,0.0312596875,90,call
147,601.0,2.58,450.0,0.0312596875,90,call
148,602.0,2.26,660.0,0.0312596875,90,call
149,605.0,1.76,2562.0,0.0312596875,90,call
150,610.0,1.1,921.0,0.0312596875,90,call
151,615.0,0.72,472.0,0.0312596875,90,call
153,625.0,0.3,289.0,0.062509375,90,call
156,592.0,6.7,316.0,0.015634843750000002,107,call
162,598.0,4.0,414.0,0.015634843750000002,107,call
139,589.0,9.31,282.0,0.015634843750000002,121,call
140,590.0,10.14,2059.0,0.015634843750000002,121,call
141,591.0,8.42,439.0,0.015634843750000002,121,call
142,592.0,9.11,391.0,0.015634843750000002,121,call
143,593.0,8.66,349.0,0.015634843750000002,121,call
145,595.0,7.76,486.0,0.015634843750000002,121,call
150,600.0,5.84,4482.0,0.015634843750000002,121,call
159,615.0,2.34,797.0,0.0312596875,121,call
160,620.0,1.64,585.0,0.0312596875,121,call
176,590.0,10.62,447.0,0.015634843750000002,149,call
180,594.0,8.48,320.0,0.015634843750000002,149,call
186,600.0,6.28,300.0,0.015634843750000002,149,call
189,603.0,5.28,9704.0,0.015634843750000002,149,call
209,680.0,0.11,658.0,0.062509375,149,call
83,595.0,10.14,253.0,0.015634843750000002,170,call
84,600.0,7.99,5884.0,0.015634843750000002,170,call
86,610.0,4.95,390.0,0.0312596875,170,call
87,615.0,3.8,252.0,0.0312596875,170,call
88,620.0,2.78,347.0,0.0312596875,170,call
92,640.0,0.84,426.0,0.0312596875,170,call
113,600.0,9.67,399.0,0.015634843750000002,180,call
119,630.0,3.25,652.0,0.0312596875,197,call
120,635.0,2.57,455.0,0.0312596875,197,call
84,600.0,14.3,4416.0,0.015634843750000002,261,call
85,605.0,12.07,587.0,0.015634843750000002,261,call
88,620.0,6.9,529.0,0.0312596875,261,call
94,650.0,1.88,598.0,0.0312596875,261,call
100,680.0,0.51,22160.0,0.062509375,261,call
101,685.0,0.4,22048.0,0.062509375,261,call
87,600.0,22.63,4033.0,0.015634843750000002,352,call
88,605.0,19.55,301.0,0.015634843750000002,352,call
93,630.0,9.71,641.0,0.0312596875,352,call
96,645.0,5.59,568.0,0.0312596875,352,call
102,675.0,1.95,288.0,0.0312596875,352,call
204,710.0,1.02,412.0,0.0312596875,471,call
29,515.0,0.01,469.0,0.500005,2,put
30,520.0,0.01,992.0,0.500005,2,put
31,525.0,0.01,412.0,0.2500075,2,put
32,530.0,0.01,1680.0,0.2500075,2,put
35,533.0,0.01,663.0,0.2500075,2,put
39,537.0,0.01,2826.0,0.2500075,2,put
40,538.0,0.02,3247.0,0.2500075,2,put
41,539.0,0.01,471.0,0.2500075,2,put
44,542.0,0.01,2404.0,0.2500075,2,put
45,543.0,0.01,2785.0,0.2500075,2,put
46,544.0,0.02,693.0,0.2500075,2,put
47,545.0,0.03,337.0,0.2500075,2,put
50,548.0,0.02,851.0,0.2500075,2,put
52,550.0,0.01,734.0,0.12500875,2,put
53,551.0,0.01,375.0,0.12500875,2,put
54,552.0,0.01,512.0,0.12500875,2,put
55,553.0,0.02,741.0,0.12500875,2,put
56,554.0,0.02,3389.0,0.12500875,2,put
57,555.0,0.02,5291.0,0.12500875,2,put
58,556.0,0.02,5836.0,0.12500875,2,put
59,557.0,0.02,7204.0,0.12500875,2,put
60,558.0,0.03,3677.0,0.12500875,2,put
61,559.0,0.04,13044.0,0.12500875,2,put
62,560.0,0.04,18319.0,0.12500875,2,put
63,561.0,0.04,24540.0,0.12500875,2,put
64,562.0,0.06,9909.0,0.12500875,2,put
65,563.0,0.08,12761.0,0.062509375,2,put
66,564.0,0.1,15498.0,0.062509375,2,put
67,565.0,0.14,39137.0,0.062509375,2,put
68,566.0,0.2,27295.0,0.062509375,2,put
69,567.0,0.26,44159.0,0.062509375,2,put
70,568.0,0.36,55141.0,0.062509375,2,put
71,569.0,0.48,69483.0,0.0312596875,2,put
72,570.0,0.64,135972.0,0.0312596875,2,put
73,571.0,0.88,119087.0,0.0312596875,2,put
74,572.0,1.17,62505.0,0.015634843750000002,2,put
6,483.0,0.01,260.0,0.500005,5,put
7,484.0,0.01,427.0,0.500005,5,put
9,486.0,0.02,630.0,0.500005,5,put
10,487.0,0.01,338.0,0.500005,5,put
23,500.0,0.02,504.0,0.500005,5,put
25,510.0,0.02,1674.0,0.2500075,5,put
45,546.0,0.03,489.0,0.12500875,5,put
49,550.0,0.03,263.0,0.12500875,5,put
50,551.0,0.03,280.0,0.12500875,5,put
52,553.0,0.03,1453.0,0.12500875,5,put
54,555.0,0.05,1722.0,0.12500875,5,put
55,556.0,0.06,313.0,0.12500875,5,put
56,557.0,0.06,1005.0,0.12500875,5,put
57,558.0,0.06,1117.0,0.062509375,5,put
58,559.0,0.09,3556.0,0.062509375,5,put
59,560.0,0.11,7755.0,0.062509375,5,put
60,561.0,0.13,2167.0,0.062509375,5,put
61,562.0,0.17,6155.0,0.062509375,5,put
62,563.0,0.21,2516.0,0.062509375,5,put
63,564.0,0.27,6078.0,0.062509375,5,put
64,565.0,0.35,11744.0,0.062509375,5,put
65,566.0,0.44,9094.0,0.0312596875,5,put
66,567.0,0.56,7994.0,0.0312596875,5,put
67,568.0,0.72,14261.0,0.0312596875,5,put
68,569.0,0.89,10410.0,0.0312596875,5,put
69,570.0,1.11,25571.0,0.0312596875,5,put
70,571.0,1.38,17042.0,0.015634843750000002,5,put
71,572.0,1.71,12524.0,0.015634843750000002,5,put
12,488.0,0.04,270.0,0.2500075,6,put
24,500.0,0.02,540.0,0.2500075,6,put
31,531.0,0.1,724.0,0.12500875,6,put
32,532.0,0.07,300.0,0.12500875,6,put
34,534.0,0.11,894.0,0.12500875,6,put
39,539.0,0.12,1569.0,0.12500875,6,put
53,553.0,0.07,342.0,0.12500875,6,put
55,555.0,0.11,1358.0,0.062509375,6,put
56,556.0,0.12,341.0,0.062509375,6,put
57,557.0,0.15,540.0,0.062509375,6,put
58,558.0,0.16,519.0,0.062509375,6,put
59,559.0,0.2,1130.0,0.062509375,6,put
60,560.0,0.25,3585.0,0.062509375,6,put
61,561.0,0.3,1435.0,0.062509375,6,put
62,562.0,0.36,2284.0,0.062509375,6,put
63,563.0,0.43,1278.0,0.062509375,6,put
64,564.0,0.52,3685.0,0.0312596875,6,put
65,565.0,0.64,3868.0,0.0312596875,6,put
66,566.0,0.78,2728.0,0.0312596875,6,put
67,567.0,0.93,7187.0,0.0312596875,6,put
68,568.0,1.09,4000.0,0.0312596875,6,put
69,569.0,1.31,6353.0,0.0312596875,6,put
70,570.0,1.56,11120.0,0.015634843750000002,6,put
71,571.0,1.85,9687.0,0.015634843750000002,6,put
9,420.0,0.01,828.0,0.500005,7,put
10,430.0,0.01,1011.0,0.500005,7,put
12,450.0,0.02,459.0,0.500005,7,put
13,455.0,0.02,352.0,0.500005,7,put
17,475.0,0.03,296.0,0.2500075,7,put
21,485.0,0.03,319.0,0.2500075,7,put
26,490.0,0.02,436.0,0.2500075,7,put
31,495.0,0.03,1215.0,0.2500075,7,put
34,498.0,0.03,283.0,0.2500075,7,put
35,499.0,0.03,678.0,0.2500075,7,put
36,500.0,0.04,501.0,0.2500075,7,put
38,510.0,0.03,1011.0,0.2500075,7,put
39,515.0,0.04,458.0,0.2500075,7,put
41,525.0,0.05,1002.0,0.12500875,7,put
42,530.0,0.05,1551.0,0.12500875,7,put
43,531.0,0.05,808.0,0.12500875,7,put
47,535.0,0.05,303.0,0.12500875,7,put
50,538.0,0.06,408.0,0.12500875,7,put
51,539.0,0.06,402.0,0.12500875,7,put
52,540.0,0.06,3714.0,0.12500875,7,put
53,541.0,0.07,624.0,0.12500875,7,put
54,542.0,0.07,520.0,0.12500875,7,put
55,543.0,0.07,953.0,0.12500875,7,put
56,544.0,0.08,1990.0,0.12500875,7,put
57,545.0,0.1,1178.0,0.12500875,7,put
58,546.0,0.1,542.0,0.12500875,7,put
59,547.0,0.1,953.0,0.12500875,7,put
60,548.0,0.12,898.0,0.12500875,7,put
61,549.0,0.12,2127.0,0.12500875,7,put
62,550.0,0.15,3915.0,0.062509375,7,put
63,551.0,0.16,600.0,0.062509375,7,put
64,552.0,0.19,1385.0,0.062509375,7,put
65,553.0,0.2,673.0,0.062509375,7,put
66,554.0,0.25,1631.0,0.062509375,7,put
67,555.0,0.28,9075.0,0.062509375,7,put
68,556.0,0.33,2696.0,0.062509375,7,put
69,557.0,0.39,2984.0,0.062509375,7,put
70,558.0,0.45,4169.0,0.062509375,7,put
71,559.0,0.55,5146.0,0.062509375,7,put
72,560.0,0.63,14135.0,0.062509375,7,put
73,561.0,0.75,3721.0,0.062509375,7,put
74,562.0,0.86,5789.0,0.062509375,7,put
75,563.0,0.99,4371.0,0.0312596875,7,put
76,564.0,1.14,4428.0,0.0312596875,7,put
77,565.0,1.34,23416.0,0.0312596875,7,put
78,566.0,1.53,5574.0,0.0312596875,7,put
79,567.0,1.75,9870.0,0.0312596875,7,put
80,568.0,1.96,5935.0,0.0312596875,7,put
81,569.0,2.22,5528.0,0.015634843750000002,7,put
82,570.0,2.54,22840.0,0.015634843750000002,7,put
83,571.0,2.85,11946.0,0.015634843750000002,7,put
13,460.0,0.04,347.0,0.2500075,8,put
14,465.0,0.02,318.0,0.2500075,8,put
24,490.0,0.05,696.0,0.2500075,8,put
30,496.0,0.05,491.0,0.2500075,8,put
31,497.0,0.05,685.0,0.2500075,8,put
32,498.0,0.06,433.0,0.2500075,8,put
42,540.0,0.13,4879.0,0.12500875,8,put
43,545.0,0.15,1537.0,0.062509375,8,put
44,550.0,0.25,3569.0,0.062509375,8,put
45,555.0,0.44,1202.0,0.062509375,8,put
46,556.0,0.47,808.0,0.062509375,8,put
47,557.0,0.55,1099.0,0.062509375,8,put
48,558.0,0.65,1288.0,0.062509375,8,put
49,559.0,0.74,586.0,0.0312596875,8,put
50,560.0,0.83,3589.0,0.0312596875,8,put
51,561.0,0.94,1155.0,0.0312596875,8,put
52,562.0,1.1,1238.0,0.0312596875,8,put
53,563.0,1.23,823.0,0.0312596875,8,put
54,564.0,1.39,985.0,0.0312596875,8,put
55,565.0,1.51,4308.0,0.0312596875,8,put
56,566.0,1.72,1310.0,0.0312596875,8,put
57,567.0,1.99,2302.0,0.015634843750000002,8,put
58,568.0,2.25,3855.0,0.015634843750000002,8,put
59,569.0,2.54,1626.0,0.015634843750000002,8,put
60,570.0,2.82,3548.0,0.015634843750000002,8,put
12,465.0,0.06,302.0,0.2500075,9,put
36,530.0,0.13,412.0,0.12500875,9,put
39,545.0,0.23,290.0,0.062509375,9,put
40,550.0,0.32,1087.0,0.062509375,9,put
41,555.0,0.58,654.0,0.062509375,9,put
42,558.0,0.86,394.0,0.0312596875,9,put
43,559.0,0.94,375.0,0.0312596875,9,put
44,560.0,1.05,2282.0,0.0312596875,9,put
48,564.0,1.54,371.0,0.0312596875,9,put
49,565.0,1.8,257.0,0.0312596875,9,put
50,566.0,1.98,281.0,0.015634843750000002,9,put
51,567.0,2.23,453.0,0.015634843750000002,9,put
53,569.0,2.74,356.0,0.015634843750000002,9,put
54,570.0,3.05,846.0,0.015634843750000002,9,put
19,496.0,0.1,819.0,0.2500075,16,put
30,540.0,0.24,480.0,0.062509375,16,put
31,545.0,0.3,530.0,0.062509375,16,put
32,550.0,0.48,810.0,0.062509375,16,put
37,560.0,1.23,312.0,0.0312596875,16,put
39,562.0,1.52,360.0,0.0312596875,16,put
40,563.0,1.61,354.0,0.0312596875,16,put
41,564.0,1.8,315.0,0.0312596875,16,put
42,565.0,2.01,600.0,0.0312596875,16,put
45,568.0,2.67,325.0,0.015634843750000002,16,put
46,569.0,3.01,465.0,0.015634843750000002,16,put
3,491.0,0.12,342.0,0.2500075,23,put
18,540.0,0.37,1510.0,0.062509375,23,put
19,545.0,0.44,836.0,0.062509375,23,put
20,550.0,0.73,1255.0,0.062509375,23,put
21,555.0,1.07,493.0,0.0312596875,23,put
22,560.0,1.62,334.0,0.0312596875,23,put
23,561.0,1.89,290.0,0.0312596875,23,put
24,562.0,1.9,488.0,0.0312596875,23,put
25,563.0,2.03,330.0,0.0312596875,23,put
27,565.0,2.4,1285.0,0.015634843750000002,23,put
28,566.0,2.37,513.0,0.015634843750000002,23,put
31,569.0,3.12,286.0,0.015634843750000002,23,put
2,325.0,0.01,620.0,0.500005,29,put
5,360.0,0.02,2001.0,0.500005,29,put
12,400.0,0.04,254.0,0.500005,29,put
13,405.0,0.05,520.0,0.500005,29,put
17,425.0,0.07,671.0,0.2500075,29,put
18,430.0,0.07,1091.0,0.2500075,29,put
19,435.0,0.08,561.0,0.2500075,29,put
20,440.0,0.09,724.0,0.2500075,29,put
23,455.0,0.09,307.0,0.2500075,29,put
24,460.0,0.1,280.0,0.2500075,29,put
25,465.0,0.12,658.0,0.2500075,29,put
29,485.0,0.13,278.0,0.2500075,29,put
30,490.0,0.15,472.0,0.2500075,29,put
31,495.0,0.16,289.0,0.12500875,29,put
32,500.0,0.18,676.0,0.12500875,29,put
34,510.0,0.21,635.0,0.12500875,29,put
35,515.0,0.22,730.0,0.12500875,29,put
37,525.0,0.27,786.0,0.12500875,29,put
38,530.0,0.33,312.0,0.12500875,29,put
40,537.0,0.42,286.0,0.062509375,29,put
41,538.0,0.42,923.0,0.062509375,29,put
43,540.0,0.49,1565.0,0.062509375,29,put
44,541.0,0.5,251.0,0.062509375,29,put
45,542.0,0.51,302.0,0.062509375,29,put
48,545.0,0.63,412.0,0.062509375,29,put
49,546.0,0.61,546.0,0.062509375,29,put
50,547.0,0.66,457.0,0.062509375,29,put
52,549.0,0.78,2341.0,0.062509375,29,put
53,550.0,0.88,36800.0,0.062509375,29,put
54,551.0,0.85,257.0,0.062509375,29,put
56,553.0,1.06,320.0,0.062509375,29,put
58,555.0,1.26,1049.0,0.0312596875,29,put
60,557.0,1.4,275.0,0.0312596875,29,put
62,559.0,1.67,297.0,0.0312596875,29,put
63,560.0,1.83,2971.0,0.0312596875,29,put
64,561.0,1.97,516.0,0.0312596875,29,put
65,562.0,2.11,527.0,0.0312596875,29,put
66,563.0,2.24,523.0,0.0312596875,29,put
67,564.0,2.44,1678.0,0.0312596875,29,put
68,565.0,2.67,2513.0,0.015634843750000002,29,put
69,566.0,2.8,946.0,0.015634843750000002,29,put
70,567.0,3.08,629.0,0.015634843750000002,29,put
71,568.0,3.35,778.0,0.015634843750000002,29,put
72,569.0,3.31,422.0,0.015634843750000002,29,put
0,260.0,0.01,600.0,0.500005,30,put
1,265.0,0.01,700.0,0.500005,30,put
2,270.0,0.01,310.0,0.500005,30,put
5,285.0,0.02,513.0,0.500005,30,put
6,290.0,0.02,500.0,0.500005,30,put
8,300.0,0.02,551.0,0.500005,30,put
9,305.0,0.02,4065.0,0.500005,30,put
10,310.0,0.02,3283.0,0.500005,30,put
11,315.0,0.01,1075.0,0.500005,30,put
14,325.0,0.04,314.0,0.500005,30,put
24,335.0,0.03,400.0,0.500005,30,put
57,368.0,0.05,1504.0,0.500005,30,put
68,379.0,0.11,1403.0,0.2500075,30,put
69,380.0,0.07,3501.0,0.2500075,30,put
72,383.0,0.21,288.0,0.2500075,30,put
83,394.0,0.09,1000.0,0.2500075,30,put
85,396.0,0.09,1000.0,0.2500075,30,put
89,400.0,0.08,471.0,0.2500075,30,put
93,404.0,0.09,1700.0,0.2500075,30,put
94,405.0,0.09,397.0,0.2500075,30,put
98,409.0,0.08,500.0,0.2500075,30,put
99,410.0,0.1,1055.0,0.2500075,30,put
101,412.0,0.11,1055.0,0.2500075,30,put
102,413.0,0.1,600.0,0.2500075,30,put
103,414.0,0.11,1060.0,0.2500075,30,put
108,419.0,0.12,2491.0,0.2500075,30,put
135,450.0,0.16,258.0,0.2500075,30,put
145,500.0,0.32,825.0,0.12500875,30,put
146,501.0,0.34,319.0,0.12500875,30,put
148,503.0,0.35,5435.0,0.12500875,30,put
150,505.0,0.34,536.0,0.12500875,30,put
155,510.0,0.39,5691.0,0.12500875,30,put
165,520.0,0.49,752.0,0.12500875,30,put
170,525.0,0.56,1132.0,0.062509375,30,put
173,528.0,0.6,625.0,0.062509375,30,put
175,530.0,0.67,3153.0,0.062509375,30,put
176,531.0,0.87,1141.0,0.062509375,30,put
177,532.0,0.68,732.0,0.062509375,30,put
179,534.0,0.75,348.0,0.062509375,30,put
180,535.0,0.81,2975.0,0.062509375,30,put
181,536.0,0.78,404.0,0.062509375,30,put
183,538.0,0.9,5926.0,0.062509375,30,put
184,539.0,0.87,790.0,0.062509375,30,put
185,540.0,0.98,4793.0,0.062509375,30,put
187,542.0,1.07,767.0,0.062509375,30,put
188,543.0,1.11,1069.0,0.062509375,30,put
189,544.0,1.17,401.0,0.062509375,30,put
190,545.0,1.24,18597.0,0.062509375,30,put
191,546.0,1.31,557.0,0.062509375,30,put
192,547.0,1.34,1217.0,0.062509375,30,put
193,548.0,1.34,528.0,0.062509375,30,put
194,549.0,1.51,1545.0,0.0312596875,30,put
195,550.0,1.59,55612.0,0.0312596875,30,put
196,551.0,1.64,1170.0,0.0312596875,30,put
197,552.0,1.76,615.0,0.0312596875,30,put
199,554.0,1.93,661.0,0.0312596875,30,put
200,555.0,2.08,5283.0,0.0312596875,30,put
201,556.0,2.13,945.0,0.0312596875,30,put
202,557.0,2.27,1628.0,0.0312596875,30,put
203,558.0,2.39,5692.0,0.0312596875,30,put
204,559.0,2.48,551.0,0.0312596875,30,put
205,560.0,2.73,16072.0,0.0312596875,30,put
206,561.0,2.9,730.0,0.0312596875,30,put
207,562.0,3.03,1266.0,0.015634843750000002,30,put
208,563.0,3.16,860.0,0.015634843750000002,30,put
209,564.0,3.32,2522.0,0.015634843750000002,30,put
210,565.0,3.65,7960.0,0.015634843750000002,30,put
211,566.0,3.87,993.0,0.015634843750000002,30,put
212,567.0,4.07,2562.0,0.015634843750000002,30,put
0,300.0,0.04,477.0,0.500005,37,put
4,320.0,0.05,375.0,0.500005,37,put
20,400.0,0.13,521.0,0.2500075,37,put
23,415.0,0.16,405.0,0.2500075,37,put
24,420.0,0.17,1674.0,0.2500075,37,put
25,425.0,0.18,769.0,0.2500075,37,put
26,430.0,0.19,257.0,0.2500075,37,put
27,435.0,0.19,502.0,0.2500075,37,put
30,450.0,0.23,489.0,0.2500075,37,put
39,495.0,0.43,306.0,0.12500875,37,put
41,505.0,0.55,573.0,0.12500875,37,put
42,510.0,0.57,542.0,0.12500875,37,put
44,520.0,0.73,477.0,0.062509375,37,put
45,525.0,0.84,311.0,0.062509375,37,put
46,530.0,1.03,1252.0,0.062509375,37,put
47,535.0,1.22,1337.0,0.062509375,37,put
48,537.0,1.31,514.0,0.062509375,37,put
50,539.0,1.92,342.0,0.062509375,37,put
51,540.0,1.46,422.0,0.062509375,37,put
63,550.0,2.25,2248.0,0.0312596875,37,put
67,553.0,2.44,451.0,0.0312596875,37,put
69,555.0,2.81,3997.0,0.0312596875,37,put
75,560.0,3.58,885.0,0.015634843750000002,37,put
76,561.0,3.67,490.0,0.015634843750000002,37,put
81,565.0,4.55,8945.0,0.015634843750000002,37,put
0,340.0,0.08,310.0,0.2500075,44,put
12,400.0,0.16,254.0,0.2500075,44,put
22,450.0,0.31,467.0,0.12500875,44,put
61,495.0,0.59,412.0,0.12500875,44,put
66,500.0,0.64,1015.0,0.12500875,44,put
76,510.0,0.78,2386.0,0.062509375,44,put
83,517.0,0.93,1395.0,0.062509375,44,put
86,520.0,1.0,1099.0,0.062509375,44,put
87,521.0,1.13,302.0,0.062509375,44,put
91,525.0,1.15,548.0,0.062509375,44,put
92,526.0,1.34,256.0,0.062509375,44,put
95,529.0,1.31,805.0,0.062509375,44,put
96,530.0,1.37,1276.0,0.062509375,44,put
98,532.0,1.6,496.0,0.062509375,44,put
99,533.0,1.46,1026.0,0.062509375,44,put
100,534.0,1.52,353.0,0.062509375,44,put
101,535.0,1.58,13429.0,0.062509375,44,put
104,538.0,1.68,1049.0,0.062509375,44,put
105,539.0,1.81,467.0,0.062509375,44,put
106,540.0,1.9,4218.0,0.0312596875,44,put
111,545.0,2.28,580.0,0.0312596875,44,put
115,549.0,2.55,496.0,0.0312596875,44,put
116,550.0,2.78,4521.0,0.0312596875,44,put
117,551.0,2.91,369.0,0.0312596875,44,put
119,553.0,3.13,13073.0,0.0312596875,44,put
121,555.0,3.39,3093.0,0.0312596875,44,put
122,556.0,3.39,279.0,0.0312596875,44,put
126,560.0,4.19,8071.0,0.015634843750000002,44,put
