,strike,lastPrice,volume,impliedVolatility,maturity,type
89,520.0,0.32,2216.0,0.062509375,37,call
90,525.0,0.19,357.0,0.062509375,37,call
78,500.0,4.31,1689.0,0.015634843750000002,44,call
80,505.0,2.76,17117.0,0.0312596875,44,call
81,510.0,1.72,15161.0,0.0312596875,44,call
82,515.0,1.04,29508.0,0.0312596875,44,call
83,520.0,0.63,1961.0,0.062509375,44,call
85,530.0,0.24,286.0,0.062509375,44,call
78,520.0,1.1,275.0,0.062509375,79,call
40,510.0,4.83,342.0,0.0312596875,90,call
55,500.0,9.25,11448.0,0.015634843750000002,107,call
56,505.0,7.14,3432.0,0.015634843750000002,107,call
57,510.0,5.44,881.0,0.0312596875,107,call
58,515.0,4.04,377.0,0.0312596875,107,call
59,520.0,2.94,873.0,0.0312596875,107,call
60,525.0,2.13,743.0,0.0312596875,107,call
155,500.0,14.6,470.0,0.015634843750000002,170,call
165,510.0,9.1,15376.0,0.015634843750000002,170,call
170,515.0,8.1,533.0,0.0312596875,170,call
172,520.0,6.58,299.0,0.0312596875,170,call
132,530.0,4.56,8241.0,0.0312596875,180,call
157,520.0,9.01,273.0,0.0312596875,261,call
158,524.78,7.6,5212.0,0.0312596875,261,call
179,575.0,1.3,285.0,0.062509375,261,call
213,720.0,0.03,600.0,0.12500875,261,call
74,515.0,17.97,263.0,0.015634843750000002,271,call
75,520.0,15.86,432.0,0.015634843750000002,271,call
119,740.0,0.07,253.0,0.12500875,271,call
128,600.0,1.23,587.0,0.062509375,352,call
160,559.78,10.4,1195.0,0.0312596875,443,call
184,640.0,1.4,572.0,0.062509375,443,call
105,517.0,13.92,348.0,0.16848823463439946,471,call
34,540.0,22.88,373.0,0.015634843750000002,624,call
150,549.78,26.51,400.0,0.015634843750000002,807,call
165,585.0,6.01,260.0,0.0312596875,807,call
176,625.0,8.37,1483.0,0.0312596875,835,call
16,438.0,0.01,445.0,0.500005,2,put
23,445.0,0.01,370.0,0.500005,2,put
28,451.0,0.01,608.0,0.2500075,2,put
32,455.0,0.01,351.0,0.2500075,2,put
35,458.0,0.01,725.0,0.2500075,2,put
36,459.0,0.01,612.0,0.2500075,2,put
40,463.0,0.01,1191.0,0.2500075,2,put
41,464.0,0.02,308.0,0.2500075,2,put
42,465.0,0.01,775.0,0.2500075,2,put
43,466.0,0.01,329.0,0.2500075,2,put
44,467.0,0.01,586.0,0.2500075,2,put
45,468.0,0.01,635.0,0.12500875,2,put
46,469.0,0.01,1997.0,0.12500875,2,put
47,470.0,0.02,3491.0,0.12500875,2,put
48,471.0,0.02,1086.0,0.12500875,2,put
49,472.0,0.02,9387.0,0.12500875,2,put
50,473.0,0.03,2056.0,0.12500875,2,put
51,474.0,0.04,9726.0,0.12500875,2,put
52,475.0,0.04,7847.0,0.12500875,2,put
53,476.0,0.05,6901.0,0.12500875,2,put
54,477.0,0.06,7272.0,0.12500875,2,put
55,478.0,0.09,8368.0,0.12500875,2,put
56,479.0,0.12,8138.0,0.062509375,2,put
57,480.0,0.17,21828.0,0.062509375,2,put
58,481.0,0.26,10342.0,0.062509375,2,put
59,482.0,0.35,13328.0,0.062509375,2,put
60,483.0,0.48,22970.0,0.062509375,2,put
61,484.0,0.67,32597.0,0.0312596875,2,put
62,485.0,0.89,75470.0,0.0312596875,2,put
63,486.0,1.19,56335.0,0.015634843750000002,2,put
64,487.0,1.56,33546.0,0.015634843750000002,2,put
7,430.0,0.01,430.0,0.2500075,5,put
15,441.0,0.01,774.0,0.2500075,5,put
26,452.0,0.01,506.0,0.2500075,5,put
33,459.0,0.02,1617.0,0.12500875,5,put
34,460.0,0.02,386.0,0.12500875,5,put
37,463.0,0.03,7495.0,0.12500875,5,put
39,465.0,0.03,452.0,0.12500875,5,put
40,466.0,0.03,367.0,0.12500875,5,put
41,467.0,0.03,689.0,0.12500875,5,put
42,468.0,0.03,339.0,0.12500875,5,put
43,469.0,0.05,453.0,0.12500875,5,put
44,470.0,0.04,2052.0,0.12500875,5,put
45,471.0,0.07,1389.0,0.12500875,5,put
46,472.0,0.07,2275.0,0.12500875,5,put
47,473.0,0.09,3609.0,0.12500875,5,put
48,474.0,0.11,880.0,0.12500875,5,put
49,475.0,0.16,2178.0,0.062509375,5,put
50,476.0,0.21,1675.0,0.062509375,5,put
51,477.0,0.27,1776.0,0.062509375,5,put
52,478.0,0.35,3602.0,0.062509375,5,put
53,479.0,0.41,944.0,0.062509375,5,put
54,480.0,0.53,4883.0,0.062509375,5,put
55,481.0,0.66,7470.0,0.062509375,5,put
56,482.0,0.83,3008.0,0.0312596875,5,put
57,483.0,1.03,6064.0,0.0312596875,5,put
58,484.0,1.27,6840.0,0.0312596875,5,put
59,485.0,1.56,7298.0,0.015634843750000002,5,put
60,486.0,1.89,4890.0,0.015634843750000002,5,put
32,458.0,0.04,326.0,0.12500875,6,put
34,460.0,0.04,252.0,0.12500875,6,put
37,463.0,0.1,368.0,0.12500875,6,put
43,469.0,0.13,308.0,0.12500875,6,put
44,470.0,0.16,536.0,0.12500875,6,put
47,473.0,0.27,412.0,0.062509375,6,put
48,474.0,0.31,497.0,0.062509375,6,put
49,475.0,0.38,583.0,0.062509375,6,put
50,476.0,0.45,557.0,0.062509375,6,put
51,477.0,0.55,701.0,0.062509375,6,put
52,478.0,0.65,746.0,0.062509375,6,put
53,479.0,0.77,1086.0,0.062509375,6,put
54,480.0,0.9,3459.0,0.0312596875,6,put
55,481.0,1.11,898.0,0.0312596875,6,put
56,482.0,1.27,838.0,0.0312596875,6,put
57,483.0,1.55,2057.0,0.0312596875,6,put
58,484.0,1.79,1011.0,0.0312596875,6,put
59,485.0,2.12,1935.0,0.015634843750000002,6,put
60,486.0,2.52,2180.0,0.015634843750000002,6,put
0,375.0,0.01,809.0,0.500005,7,put
15,419.0,0.02,339.0,0.2500075,7,put
18,422.0,0.02,262.0,0.2500075,7,put
31,435.0,0.02,3028.0,0.2500075,7,put
37,441.0,0.03,661.0,0.2500075,7,put
38,442.0,0.02,661.0,0.2500075,7,put
39,443.0,0.03,15581.0,0.2500075,7,put
45,450.0,0.04,321.0,0.12500875,7,put
46,451.0,0.03,5334.0,0.12500875,7,put
49,455.0,0.04,1545.0,0.12500875,7,put
50,456.0,0.05,284.0,0.12500875,7,put
51,457.0,0.07,303.0,0.12500875,7,put
52,457.5,0.06,339.0,0.12500875,7,put
54,459.0,0.07,260.0,0.12500875,7,put
55,460.0,0.08,2865.0,0.12500875,7,put
56,461.0,0.11,441.0,0.12500875,7,put
57,462.0,0.1,321.0,0.12500875,7,put
58,463.0,0.11,390.0,0.12500875,7,put
59,464.0,0.16,899.0,0.12500875,7,put
60,465.0,0.19,1850.0,0.12500875,7,put
61,466.0,0.18,1188.0,0.12500875,7,put
62,467.0,0.24,921.0,0.12500875,7,put
63,468.0,0.3,1151.0,0.062509375,7,put
64,469.0,0.32,2654.0,0.062509375,7,put
65,470.0,0.4,4538.0,0.062509375,7,put
66,471.0,0.48,832.0,0.062509375,7,put
67,472.0,0.53,2122.0,0.062509375,7,put
68,473.0,0.62,2534.0,0.062509375,7,put
69,474.0,0.74,4830.0,0.062509375,7,put
70,475.0,0.85,5729.0,0.062509375,7,put
71,476.0,0.98,8690.0,0.062509375,7,put
72,477.0,1.12,1322.0,0.062509375,7,put
73,478.0,1.29,2698.0,0.062509375,7,put
74,479.0,1.5,3165.0,0.0312596875,7,put
75,480.0,1.69,8293.0,0.0312596875,7,put
76,481.0,1.91,1598.0,0.0312596875,7,put
77,482.0,2.15,2701.0,0.0312596875,7,put
78,483.0,2.49,3839.0,0.0312596875,7,put
79,484.0,2.77,2929.0,0.015634843750000002,7,put
80,485.0,3.16,9009.0,0.015634843750000002,7,put
33,462.0,0.23,434.0,0.062509375,8,put
36,465.0,0.33,606.0,0.062509375,8,put
41,470.0,0.6,1778.0,0.062509375,8,put
46,475.0,1.13,1837.0,0.062509375,8,put
48,477.0,1.46,971.0,0.0312596875,8,put
49,478.0,1.64,515.0,0.0312596875,8,put
51,480.0,2.07,984.0,0.0312596875,8,put
52,481.0,2.28,331.0,0.0312596875,8,put
53,482.0,2.6,795.0,0.015634843750000002,8,put
54,483.0,2.91,720.0,0.015634843750000002,8,put
55,484.0,3.07,1219.0,0.015634843750000002,8,put
56,485.0,3.59,1310.0,0.015634843750000002,8,put
39,470.0,1.04,561.0,0.062509375,9,put
21,469.0,0.9,2027.0,0.062509375,16,put
22,470.0,0.99,2148.0,0.062509375,16,put
23,471.0,1.39,2064.0,0.062509375,16,put
27,475.0,2.1,2562.0,0.0312596875,16,put
28,476.0,2.01,2020.0,0.0312596875,16,put
29,477.0,2.08,252.0,0.0312596875,16,put
34,482.0,2.94,2223.0,0.015634843750000002,16,put
20,470.0,1.36,1504.0,0.062509375,23,put
27,478.0,2.55,462.0,0.0312596875,23,put
33,484.0,4.34,275.0,0.015634843750000002,23,put
0,365.0,0.03,338.0,0.2500075,30,put
4,385.0,0.09,4674.0,0.2500075,30,put
5,390.0,0.07,522.0,0.2500075,30,put
19,450.0,0.41,415.0,0.12500875,30,put
23,455.0,0.57,372.0,0.062509375,30,put
29,460.0,0.79,552.0,0.062509375,30,put
33,463.0,0.91,323.0,0.062509375,30,put
34,464.0,1.02,251.0,0.062509375,30,put
35,465.0,1.08,712.0,0.062509375,30,put
41,470.0,1.58,1570.0,0.062509375,30,put
47,475.0,2.3,866.0,0.0312596875,30,put
51,478.0,2.92,7915.0,0.0312596875,30,put
52,479.0,3.06,300.0,0.0312596875,30,put
53,480.0,3.44,1597.0,0.0312596875,30,put
57,483.0,4.31,343.0,0.015634843750000002,30,put
58,484.0,4.31,358.0,0.015634843750000002,30,put
4,230.0,0.01,529.0,0.500005,37,put
5,235.0,0.01,1102.0,0.500005,37,put
6,240.0,0.01,413.0,0.500005,37,put
7,245.0,0.01,300.0,0.500005,37,put
21,315.0,0.04,500.0,0.500005,37,put
29,355.0,0.08,354.0,0.2500075,37,put
30,360.0,0.09,252.0,0.2500075,37,put
43,425.0,0.35,832.0,0.12500875,37,put
44,430.0,0.4,1184.0,0.12500875,37,put
46,440.0,0.6,885.0,0.12500875,37,put
47,445.0,0.71,291.0,0.062509375,37,put
48,450.0,0.92,1443.0,0.062509375,37,put
49,455.0,1.1,4775.0,0.062509375,37,put
50,460.0,1.49,2530.0,0.062509375,37,put
51,461.0,1.56,384.0,0.062509375,37,put
52,462.0,1.63,331.0,0.062509375,37,put
55,465.0,1.92,1996.0,0.062509375,37,put
60,470.0,2.55,6915.0,0.0312596875,37,put
62,472.0,2.85,440.0,0.0312596875,37,put
65,475.0,3.44,6755.0,0.0312596875,37,put
66,476.0,3.5,437.0,0.0312596875,37,put
67,477.0,3.69,738.0,0.0312596875,37,put
68,478.0,4.05,738.0,0.015634843750000002,37,put
69,479.0,4.32,463.0,0.015634843750000002,37,put
70,480.0,4.6,7299.0,0.015634843750000002,37,put
71,481.0,4.89,420.0,0.015634843750000002,37,put
72,482.0,5.17,404.0,0.015634843750000002,37,put
73,483.0,5.53,1939.0,0.015634843750000002,37,put
11,395.0,0.32,886.0,0.12500875,44,put
12,400.0,0.3,290.0,0.12500875,44,put
24,449.0,1.7,323.0,0.062509375,44,put
25,450.0,1.41,976.0,0.062509375,44,put
37,460.0,2.21,623.0,0.062509375,44,put
40,462.5,2.73,320.0,0.0312596875,44,put
43,465.0,2.73,265.0,0.0312596875,44,put
49,470.0,3.5,675.0,0.0312596875,44,put
50,471.0,3.67,348.0,0.0312596875,44,put
54,474.0,4.91,354.0,0.0312596875,44,put
55,475.0,4.55,775.0,0.0312596875,44,put
61,480.0,5.81,1089.0,0.015634843750000002,44,put
20,440.0,1.45,612.0,0.062509375,79,put
21,445.0,1.69,1165.0,0.062509375,79,put
23,450.0,2.05,360.0,0.062509375,79,put
35,460.0,3.03,367.0,0.0312596875,79,put
41,465.0,3.76,494.0,0.0312596875,79,put
53,475.0,5.69,2009.0,0.015634843750000002,79,put
54,476.0,5.93,544.0,0.015634843750000002,79,put
57,478.0,6.78,393.0,0.015634843750000002,79,put
59,480.0,6.96,620.0,0.015634843750000002,79,put
16,450.0,3.66,293.0,0.062509375,90,put
34,380.0,0.73,274.0,0.12500875,107,put
38,400.0,0.97,1246.0,0.12500875,107,put
39,405.0,1.09,490.0,0.12500875,107,put
40,410.0,1.22,254.0,0.12500875,107,put
41,415.0,1.41,905.0,0.12500875,107,put
42,420.0,1.6,661.0,0.062509375,107,put
43,425.0,1.8,333.0,0.062509375,107,put
44,430.0,2.07,487.0,0.062509375,107,put
45,435.0,2.43,832.0,0.062509375,107,put
46,440.0,2.78,729.0,0.062509375,107,put
47,445.0,3.28,986.0,0.062509375,107,put
48,450.0,3.83,1087.0,0.062509375,107,put
49,455.0,4.49,389.0,0.0312596875,107,put
50,460.0,5.27,4267.0,0.0312596875,107,put
51,465.0,6.18,2702.0,0.0312596875,107,put
52,470.0,7.26,1851.0,0.0312596875,107,put
53,475.0,8.54,1277.0,0.015634843750000002,107,put
115,415.0,2.89,339.0,0.062509375,170,put
117,420.0,3.27,575.0,0.062509375,170,put
119,425.0,3.65,950.0,0.062509375,170,put
125,440.0,5.18,1417.0,0.062509375,170,put
126,444.78,5.77,341.0,0.0312596875,170,put
129,450.0,6.49,15549.0,0.0312596875,170,put
133,460.0,8.27,292.0,0.0312596875,170,put
137,470.0,10.61,486.0,0.015634843750000002,170,put
139,475.0,11.89,354.0,0.015634843750000002,170,put
8,340.0,0.84,350.0,0.12500875,180,put
35,390.0,2.01,2384.0,0.062509375,180,put
65,420.0,3.64,382.0,0.062509375,180,put
75,430.0,4.45,8127.0,0.062509375,180,put
101,475.0,12.45,8243.0,0.015634843750000002,180,put
30,204.78,0.16,370.0,0.2500075,261,put
56,269.78,0.38,443.0,0.2500075,261,put
64,289.78,0.5,406.0,0.2500075,261,put
82,334.78,1.0,526.0,0.12500875,261,put
88,349.78,1.33,515.0,0.12500875,261,put
113,410.0,3.62,519.0,0.062509375,261,put
169,559.78,82.94,254.0,0.3399571620178223,261,put
2,220.0,0.39,550.0,0.2500075,271,put
14,280.0,0.84,396.0,0.12500875,271,put
38,400.0,5.39,251.0,0.062509375,271,put
48,434.0,9.97,1196.0,0.0312596875,271,put
64,450.0,12.0,168804.0,0.0312596875,271,put
65,455.0,13.29,343.0,0.015634843750000002,271,put
66,460.0,14.27,168885.0,0.015634843750000002,271,put
70,334.78,3.27,764.0,0.062509375,443,put
96,399.78,8.7,506.0,0.062509375,443,put
114,444.78,15.4,1192.0,0.0312596875,443,put
121,460.0,19.75,1202.0,0.015634843750000002,443,put
157,564.78,117.59,412.0,0.41188637435913084,443,put
26,435.0,17.2,985.0,0.0312596875,624,put
47,290.0,9.2,1300.0,0.12500875,807,put
104,434.78,20.3,454.0,0.015634843750000002,807,put
